State,City,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Burglary,Larceny-theft,Motor vehicle theft,Arson,
,Tiverton,"14,257",230,231,-,3,1,4, ,56,160,6,1,
,Warren,"11,432",287,295,-,12,-,11, ,23,237,4,8,
,Warwick,"84,293","2,770","2,795",-,16,20,126, ,355,"2,026",227,25,
,Westerly,"23,130",350,352,-,3,1,11, ,76,244,15,2,
,West Warwick,"28,760",837,859,-,12,8,40, ,121,608,48,22,
,Woonsocket,"41,131","1,064","1,080",-,16,19,87, ,313,535,94,16,
SOUTH CAROLINA,Anderson,"26,437","1,945","1,952",3,4,74,209, ,383,"1,147",125,7,
,Cayce,"12,091",952,955,-,7,20,74, ,115,691,45,3,
,Charleston,"88,173","6,879","6,898",2,51,247,576, ,962,"4,455",586,19,
,Clemson,"12,496",362,362,-,3,6,28, ,50,250,25,-,
,Columbia,"112,539",,,14,74,510,860, ,"1,290",,748,51,
,Florence,"29,894","3,771","3,790",4,5,110,502, ,482,"2,465",203,19,
,Goose Creek,"27,019",591,604,-,14,13,40, ,97,396,31,13,
,Greenville,"57,168","5,266","5,278",3,32,173,547, ,720,"3,459",332,12,
,Greenwood,"19,789","2,185","2,192",2,14,48,554, ,335,"1,168",64,7,
,Greer,"13,133",855,862,-,4,22,41, ,139,572,77,7,
,Hanahan,"13,216",512,514,1,6,8,33, ,82,331,51,2,
,Mt. Pleasant,"41,866","1,672","1,675",1,12,23,74, ,161,"1,327",74,3,
,Myrtle Beach,"25,612","4,879","4,891",2,27,143,309, ,697,"3,383",318,12,
,North Charleston,"68,955","7,975","8,013",10,83,316,"1,015", ,"1,134","4,435",982,38,
,Simpsonville,"11,812",428,430,1,3,8,23, ,68,308,17,2,
,Spartanburg,"41,485","3,805","3,821",3,19,125,476, ,615,"2,263",304,16,
SOUTH DAKOTA,Aberdeen,"24,695",682,686,1,19,1,24, ,100,518,19,4,
,Brookings,"17,021",503,504,-,7,-,15, ,63,394,24,1,
,Huron,"11,698",353,358,-,3,1,7, ,47,284,11,5,
,Mitchell,"14,288",492,497,-,7,2,15,,51,400,17,5,
,Pierre,"13,176",482,493,-,1,-,13, ,59,393,16,11,
,Rapid City,"57,120","3,224","3,239",2,49,31,144, ,573,"2,252",173,15,
,Sioux Falls,"115,835","4,378","4,398",5,75,43,242, ,620,"3,173",220,20,
,Vermillion,"11,885",418,424,-,3,-,14, ,53,332,16,6,
,Yankton,"14,227",354,354,-,12,2,23, ,33,275,9,-,
TENNESSEE,Athens,"13,617",944,947,-,7,11,82, ,135,676,33,3,
,Brentwood,"23,558",560,561,-,2,5,8, ,62,467,16,1,
,Bristol,"23,334",984,987,1,10,11,177, ,132,618,35,3,
,Chattanooga,"149,230","16,099",,22,106,593,"1,979", ,"2,672","9,244","1,483",,
,Clarksville,"98,933","3,656","3,689",7,53,74,370, ,747,"2,133",272,33,
,Cleveland,"35,799","1,797","1,802",5,12,31,148, ,327,"1,120",154,5,
,Columbia,"32,175","2,345","2,365",6,14,68,258, ,401,"1,468",130,20,
,Cookeville,"25,719","1,449","1,456",1,8,17,89, ,243,992,99,7,
,East Ridge,"20,079","1,190","1,194",1,4,18,64, ,207,799,97,4,
,Elizabethton,"13,340",690,693,-,2,3,33, ,104,511,37,3,
,Franklin,"31,226","1,520","1,520",-,3,15,231, ,121,"1,082",68,-,
,Gallatin,"21,819","1,614","1,618",1,11,37,147, ,202,"1,125",91,4,
,Germantown,"37,953",757,760,-,3,9,17, ,92,608,28,3,
,Goodlettsville,"13,455","1,557","1,558",1,6,14,66, ,139,"1,230",101,1,
,Greeneville,"14,109",983,992,1,3,12,52, ,115,715,85,9,
,Hendersonville,"39,001","1,008","1,016",-,4,4,80, ,212,669,39,8,
,Jackson,"51,613","5,340","5,359",8,40,224,625, ,"1,228","2,712",503,19,
,Johnson City,"57,635","3,093","3,118",8,37,60,264, ,446,"2,059",219,25,
,Kingsport,"41,540","2,580","2,598",-,21,36,279, ,261,"1,858",125,18,
,Knoxville,"167,153","9,469","9,571",20,66,567,739, ,"1,381","5,336","1,360",102,
,La Vergne,"15,219",636,641,-,5,10,92, ,121,357,51,5,
,Lawrenceburg,"11,215","1,071","1,078",-,5,9,118, ,237,671,31,7,
,Lebanon,"17,450","1,853","1,857",1,11,35,258, ,240,"1,200",108,4,
,Lewisburg,"11,204",440,444,-,8,13,57, ,81,246,35,4,
,Maryville,"23,535",817,820,1,13,12,45, ,200,505,41,3,
,McMinnville,"12,439",738,741,3,9,3,50, ,125,469,79,3,
,Memphis,"609,851","51,033",,118,688,"3,715","4,081", ,"13,005","21,756","7,670",,
,Morristown,"23,293","1,851","1,860",2,8,38,217, ,138,"1,277",171,9,
,Murfreesboro,"58,999","3,548","3,563",-,21,69,332, ,359,"2,478",289,15,
,Nashville,"522,935","46,456",,68,460,"1,960","5,917", ,"6,962","26,100","4,989",,
,Red Bank,"11,610",635,635,-,13,12,71, ,143,347,49,-,
,Sevierville,"10,766",963,967,-,8,4,52, ,106,720,73,4,
,Shelbyville,"16,306",722,722,-,9,6,88, ,143,422,54,-,
,Smyrna,"22,907","1,361","1,369",1,8,16,73, ,181,"1,004",78,8,
,Springfield,"13,078","1,528","1,531",1,8,39,165, ,184,"1,067",64,3,
,Tullahoma,"19,339",819,823,-,3,10,25, ,163,576,42,4,
,Union City,"10,246","1,007","1,013",3,4,12,65, ,158,711,54,6,
TEXAS,Abilene,"109,816","4,980","4,997",12,36,123,324, ,"1,023","3,207",255,17,
,Addison,"12,453",863,864,-,1,18,17, ,110,656,61,1,
,Alamo,"11,238",900,902,2,-,8,34, ,151,650,55,2,
,Alice,"20,828","1,547","1,557",3,8,7,83, ,338,"1,033",75,10,
,Allen,"39,502","1,045","1,048",-,10,5,24, ,227,762,17,3,
,Alvin,"21,096",739,745,-,6,10,34, ,149,494,46,6,
,Amarillo,"173,672","13,528","13,591",10,56,234,921, ,"1,772","9,832",703,63,
,Andrews,"10,419",283,283,-,-,-,11, ,53,205,14,-,
,Angleton,"20,813",511,513,-,12,10,40, ,88,324,37,2,
,Arlington,"310,910","19,407","19,489",11,109,546,"1,285", ,"3,180","12,556","1,720",82,
,Athens,"11,992",745,747,1,3,14,65, ,193,443,26,2,
,Austin,"560,389","40,041","40,203",27,239,"1,022","1,677", ,"7,008","27,273","2,795",162,
,Azle,"10,494",344,344,-,-,1,15, ,44,272,12,-,
,Balch Springs,"18,700","1,296","1,297",1,12,29,52, ,227,850,125,1,
,Bay City ,"18,651","1,184","1,189",1,1,25,53,,300,776,28,5,
,Baytown,"69,576","3,253","3,266",3,42,88,140, ,553,"2,188",239,13,
,Beaumont,"111,423","10,082","10,144",12,160,351,800, ,"2,051","5,903",805,62,
,Bedford,"50,870","1,651","1,661",-,24,23,75, ,246,"1,172",111,10,
,Beeville,"13,934",685,693,2,1,3,38, ,166,453,22,8,
,Bellaire,"15,729",486,486,-,5,12,18, ,78,347,26,-,
,Benbrook,"22,055",376,377,1,11,6,17, ,47,264,30,1,
,Big Spring,"22,704","1,085","1,102",2,19,9,55, ,349,616,35,17,
,Borger,"14,652",678,678,-,8,12,32, ,131,468,27,-,
,Brenham,"13,858",621,623,-,7,8,47, ,106,414,39,2,
,Brownsville,"139,868","8,650","8,669",4,26,166,587, ,"1,227","6,289",351,19,
,Brownwood,"19,512","1,250","1,252",-,15,5,115, ,273,801,41,2,
,Bryan,"59,609","4,103","4,117",2,71,57,257, ,769,"2,738",209,14,
,Burkburnett,"10,827",127,129,-,-,2,7, ,45,73,-,2,
,Burleson,"21,117",675,681,-,3,12,16, ,102,505,37,6,
,Canyon,"13,538",225,225,-,2,-,18, ,29,160,16,-,
,Carrollton,"101,910","3,581","3,614",-,12,59,168, ,734,"2,291",317,33,
,Cedar Hill,"28,655",922,928,-,13,19,26, ,204,590,70,6,
,Cedar Park,"18,636",367,367,-,2,4,2, ,57,293,9,-,
,Cleburne,"25,393","1,635","1,650",3,13,17,76, ,245,"1,197",84,15,
,College Station,"60,602","2,422","2,422",2,35,14,73, ,273,"1,928",97,-,
,Colleyville,"20,318",293,296,-,1,2,12, ,26,244,8,3,
,Conroe,"35,862","2,080","2,084",5,26,77,136, ,318,"1,373",145,4,
,Converse,"11,579",198,199,-,6,2,2, ,58,112,18,1,
,Coppell,"29,357",855,855,-,9,7,17, ,269,533,20,-,
,Copperas Cove,"31,392","1,242","1,265",1,4,9,170, ,271,728,59,23,
,Corpus Christi,"285,506","20,375","20,517",15,194,388,"1,888", ,"3,521","12,859","1,510",142,
,Corsicana,"23,518","1,389","1,391",-,23,20,37, ,306,929,74,2,
,Dallas                      ,"1,091,386","104,944","106,342",191,663,"6,357","8,224", ,"19,629","52,026","17,854","1,398",
,Deer Park,"31,015",543,551,-,1,9,20, ,147,335,31,8,
,Del Rio,"35,494","1,840","1,843",3,-,17,111, ,352,"1,274",83,3,
,Denison,"22,489","1,318","1,326",1,5,19,49, ,226,953,65,8,
,Denton,"78,041","3,297","3,332",2,51,74,196, ,530,"2,305",139,35,
,DeSoto,"36,200","1,412","1,418",-,13,32,84, ,306,879,98,6,
,Dickinson,"13,013",657,659,1,9,12,26, ,148,409,52,2,
,Donna,"15,412",942,953,-,6,14,61, ,258,541,62,11,
,Dumas,"14,020",589,589,-,2,1,29, ,98,435,24,-,
,Duncanville,"36,681","1,605","1,613",1,14,43,94, ,321,915,217,8,
,Eagle Pass,"29,126","1,330","1,332",-,3,14,57, ,154,"1,017",85,2,
,Edinburg,"41,163","3,636","3,654",-,20,40,194, ,597,"2,568",217,18,
,El Campo,"10,796",424,424,1,8,9,23, ,80,290,13,-,
,El Paso,"623,888","36,135","36,273",14,185,715,"3,366", ,"2,496","27,052","2,307",138,
,Ennis,"16,131","1,065","1,085",2,14,14,43, ,164,769,59,20,
,Euless,"45,901","1,624","1,631",2,13,14,83, ,274,"1,081",157,7,
,Farmers Branch,"26,533","1,390","1,396",1,8,29,30, ,254,912,156,6,
,Flower Mound,"44,976",572,575,-,1,2,28, ,143,377,21,3,
,Forest Hill,"12,213",509,515,1,14,20,79, ,121,237,37,6,
,Fort Worth,"498,883","37,354","37,647",67,286,"1,447","2,446", ,"7,506","21,703","3,899",293,
,Freeport,"11,761",851,855,2,9,7,39, ,189,572,33,4,
,Friendswood,"29,313",512,521,1,2,8,66, ,92,323,20,9,
,Frisco,"26,683",500,500,-,8,2,55, ,116,293,26,-,
,Gainesville,"14,973",773,774,-,2,5,27, ,149,551,39,1,
,Galena Park,"10,559",245,246,-,5,1,14, ,51,135,39,1,
,Galveston,"60,425","5,262","5,296",7,34,174,253, ,936,"3,301",557,34,
,Garland,"196,193","8,851","8,921",1,48,151,295, ,"1,779","5,747",830,70,
,Gatesville,"12,176",291,291,-,1,4,25, ,70,183,8,-,
,Georgetown,"29,205",506,508,-,7,6,17, ,102,353,21,2,
,Grand Prairie,"114,961","6,698","6,698",8,54,131,272, ,996,"4,178","1,059",-,
,Grapevine,"40,879","1,571","1,573",2,11,23,20, ,244,"1,131",140,2,
,Greenville,"25,412","1,849","1,868",2,11,66,237, ,331,"1,093",109,19,
,Groves,"16,761",804,804,-,-,12,15, ,174,556,47,-,
,Harker Heights,"17,597",783,784,3,8,9,31, ,182,515,35,1,
,Harlingen,"59,048","3,834","3,854",1,21,58,270,,837,"2,460",187,20,
,Henderson,"11,442",897,897,-,1,9,199, ,102,562,24,-,
,Hereford,"14,878",479,479,-,2,5,100, ,90,269,13,-,
,Hewitt,"11,366",211,212,-,7,2,2, ,38,158,4,1,
,Highland Village,"12,429",111,112,-,-,1,5, ,19,83,3,1,
,Houston                     ,"1,812,277","131,774","133,509",241,748,"8,350","12,178", ,"24,744","66,068","19,445","1,735",
,Humble,"13,533","1,510","1,514",-,9,52,44, ,166,"1,044",195,4,
,Huntsville,"32,163","1,329","1,331",1,22,29,113, ,249,841,74,2,
,Hurst,"37,803","2,005","2,018",1,20,30,68, ,228,"1,527",131,13,
,Ingleside,"10,405",163,166,-,-,1,2, ,73,77,10,3,
,Irving,"180,820","9,212","9,256",5,56,184,492, ,"1,291","6,143","1,041",44,
,Jacksonville,"13,199",817,818,-,12,17,96, ,148,509,35,1,
,Katy,"10,947",292,296,-,6,2,39, ,29,200,16,4,
,Keller,"23,688",405,407,-,3,1,34, ,58,284,25,2,
,Kerrville,"21,334",780,783,5,5,15,34, ,107,590,24,3,
,Kilgore,"11,527","1,058","1,060",1,3,8,47, ,167,793,39,2,
,Killeen,"81,882","5,010","5,126",2,52,113,362, ,"1,290","2,935",256,116,
,Kingsville ,"25,574","1,535","1,540",2,13,18,105,,274,"1,086",37,5,
,Lake Jackson,"26,774",846,848,-,6,10,10, ,59,714,47,2,
,La Marque,"14,935",842,842,-,8,22,19, ,220,533,40,-,
,Lamesa,"10,195",353,356,-,1,-,72, ,64,204,12,3, 
,Lancaster,"24,565","1,169","1,196",-,13,30,87, ,291,621,127,27,
,La Porte,"33,474",677,733,1,9,4,39, ,161,404,59,56,
,Laredo,"178,314","13,292","13,355",8,57,167,597, ,"1,853","9,494","1,116",63,
,League City,"44,261","1,078","1,083",-,3,18,27, ,185,792,53,5,
,Leon Valley,"10,497",470,470,-,1,9,25, ,63,353,19,-,
,Levelland,"13,792",464,464,-,11,2,93, ,44,294,20,-,
,Live Oak,"10,963",254,254,1,1,4,30, ,34,163,21,-,
,Lockhart,"11,769",460,460,-,5,2,65, ,77,293,18,-,
,Longview,"76,664","4,787","4,795",6,62,121,204, ,889,"3,063",442,8,
,Lubbock,"193,724","12,852","12,912",14,124,307,"1,949", ,"2,352","7,410",696,60,
,Lufkin,"33,732","2,402","2,410",3,10,49,164, ,598,"1,473",105,8,
,Mansfield,"23,906",710,711,1,4,5,40, ,155,479,26,1,
,Marshall,"23,887","1,398","1,399",4,13,26,79, ,293,893,90,1,
,McAllen,"108,360","7,906","7,942",5,15,120,236, ,"1,261","5,363",906,36,
,McKinney,"40,986","1,548","1,557",1,19,20,101,,313,977,117,9,
,Memorial Villages,"13,706",153,153,-,2,4,4, ,41,99,3,-,
,Mercedes,"14,740",643,650,-,2,10,101, ,133,358,39,7,
,Mesquite,"116,283","6,152","6,250",3,3,99,336, ,541,"4,560",610,98,
,Midland,"101,055","3,651","3,675",1,77,54,227, ,732,"2,394",166,24,
,Mineral Wells,"15,038",813,820,-,4,5,70, ,122,582,30,7,
,Mission,"40,660","2,692","2,693",-,2,25,24,,666,"1,681",294,1,
,Missouri City,"63,269","1,426","1,448",-,13,44,41, ,324,932,72,22,
,Mount Pleasant,"13,225",804,809,1,5,9,73, ,138,540,38,5,
,Nacogdoches,"31,198","1,758","1,760",2,17,29,80, ,243,"1,334",53,2,
,Nederland,"17,016",895,895,1,4,5,11, ,125,706,43,-,
,New Braunfels,"37,052","2,379","2,386",1,16,24,31, ,206,"2,014",87,7,
,North Richland Hills,"55,409","2,246","2,257",-,17,27,71, ,327,"1,603",201,11,
,Odessa,"92,891","4,782","4,819",4,10,82,464, ,931,"3,101",190,37,
,Orange,"18,791","1,303","1,308",3,15,49,151, ,270,719,96,5,
,Palestine,"19,204","1,224","1,232",1,4,18,152, ,202,801,46,8,
,Pampa,"18,973",746,746,-,7,2,99, ,146,477,15,-,
,Paris,"25,880","2,902","2,911",1,20,24,316, ,491,"1,958",92,9,
,Pasadena,"135,893","6,333","6,416",7,46,135,481, ,"1,111","3,852",701,83,
,Pearland,"29,584","1,105","1,112",-,8,21,31, ,180,779,86,7,
,Pecos,"10,912",282,282,-,1,1,33, ,38,194,15,-,
,Pharr,"42,927","3,004","3,017",3,13,48,225, ,577,"1,836",302,13,
,Plainview,"23,024","1,171","1,176",-,16,10,46, ,228,845,26,5,
,Plano,"222,646","7,895","7,895",-,37,93,664, ,"1,384","5,427",290,-,
,Port Arthur,"68,432","2,907","2,959",5,24,126,271, ,752,"1,433",296,52,
,Portland,"14,893",504,505,-,13,1,9, ,61,404,16,1,
,Port Lavaca,"12,079",523,523,1,10,5,42, ,85,353,27,-,
,Port Neches,"13,415",560,561,-,7,6,27, ,109,382,29,1,
,Richardson,"87,259","3,644","3,649",6,12,76,173, ,703,"2,453",221,5,
,Richmond,"14,513",451,458,-,2,13,54, ,88,246,48,7,
,Rio Grande City,"15,100",575,580,1,-,3,49, ,139,341,42,5,
,Robstown,"13,304","1,138","1,144",1,5,5,37, ,246,802,42,6,
,Rockwall,"15,894",542,542,-,4,8,20, ,63,392,55,-,
,Roma,"11,378",213,213,2,-,3,14, ,62,117,15,-,
,Rosenberg,"29,500","1,411","1,452",-,26,50,87, ,276,845,127,41,
,Round Rock,"61,560","1,053","1,059",-,20,20,51, ,160,722,80,6,
,Rowlett,"39,592","1,057","1,064",1,10,12,42, ,117,811,64,7,
,Saginaw,"11,400",350,351,-,1,1,24, ,100,194,30,1,
,San Angelo,"89,504","4,414","4,422",4,62,31,264, ,656,"3,263",134,8,
,San Antonio4                 ,"1,130,173","76,777","77,403",96,599,"1,674","3,971", ,"10,944","53,898","5,595",626,
,San Benito,"23,653","1,414","1,417",-,7,13,50, ,328,967,49,3,
,San Marcos,"40,060","1,462","1,473",2,29,17,91, ,246,995,82,11,
,Schertz,"16,759",388,389,1,10,5,14, ,78,267,13,1,
,Seagoville,"10,141",505,507,-,4,11,31, ,134,257,68,2,
,Seguin,"22,032","1,572","1,572",3,5,20,46, ,250,"1,211",37,-,
,Sherman,"34,534","2,240","2,241",-,17,37,128, ,327,"1,625",106,1,
,Snyder,"11,668",340,341,-,7,2,29, ,59,234,9,1,
,Socorro,"27,475",539,549,-,6,9,26, ,78,388,32,10,
,South Houston,"15,459",895,895,-,-,39,40, ,206,471,139,-,
,Southlake,"16,790",271,272,1,2,1,36, ,59,165,7,1,
,Stafford,"19,142",768,769,2,5,34,22, ,166,432,107,1,
,Stephenville,"15,482",486,487,-,12,-,7, ,41,412,14,1,
,Sugar Land,"52,470","1,958","1,958",1,3,61,46, ,303,"1,439",105,-,
,Sulphur Springs,"14,826",514,517,-,3,10,56, ,109,293,43,3,
,Taylor,"14,902",596,596,-,-,7,23, ,104,437,25,-,
,Temple,"50,139","3,185","3,233",1,22,49,124, ,620,"2,106",263,48,
,Terrell,"14,707","1,089","1,095",4,7,20,155, ,132,684,87,6,
,Texarkana,"31,938","2,249","2,264",1,22,36,216, ,467,"1,418",89,15,
,Texas City,"43,100","4,177","4,195",3,29,73,357, ,846,"2,593",276,18,
,The Colony,"27,835","1,079","1,083",-,11,13,40, ,163,827,25,4,
,Universal City,"15,575",466,468,-,5,2,45, ,79,311,24,2,
,University Park,"23,349",534,543,1,-,10,16,,54,414,39,9,
,Uvalde,"16,447",855,859,-,-,7,52, ,162,601,33,4,
,Vernon,"10,939",608,612,1,17,8,82, ,182,290,28,4,
,Victoria,"62,773","3,375","3,386",2,25,61,354, ,650,"2,178",105,11,
,Vidor,"11,114",540,543,-,4,8,23, ,110,357,38,3,
,Waco,"109,831","9,789","9,832",12,93,258,675, ,"1,871","5,858","1,022",43,
,Watauga,"23,547",400,401,-,-,7,26, ,85,268,14,1,
,Weatherford,"18,839",683,686,-,14,5,16, ,105,495,48,3,
,Weslaco,"28,028","2,086","2,092",-,2,29,79, ,440,"1,377",159,6,
,West University Place,"14,306",325,325,-,-,7,8, ,95,206,9,-,
,White Settlement,"16,186",679,,-,-,8,48, ,111,433,79,,
,Wichita Falls,"100,665",,,3,56,122,431, ,"1,030","3,866",,39,
,Woodway,"10,029",191,194,-,4,1,12, ,27,136,11,3,
UTAH,American Fork,"19,490",905,905,-,5,4,51, ,145,638,62,-,
,Bountiful,"41,006","1,123","1,124",-,2,7,151, ,150,745,68,1,
,Brigham City,"17,203",950,953,-,6,1,25, ,155,713,50,3,
,Cedar City,"19,224",606,606,-,-,3,14, ,81,480,28,-,
,Centerville,"15,023",434,441,-,2,2,6, ,51,347,26,7,
,Clearfield,"26,248",825,828,1,3,6,15, ,103,653,44,3,
,Clinton,"11,679",247,247,-,4,1,13, ,80,131,18,-,
,Farmington,"11,335",323,323,-,2,-,3, ,66,235,17,-,
,Kaysville,"19,392",576,579,-,1,2,17, ,75,468,13,3,
,Lehi,"15,516",411,412,-,6,3,13, ,113,248,28,1,
,Midvale,"29,890","1,957","1,962",-,17,27,92,,227,"1,432",162,5,
,North Ogden,"15,023",222,222,-,1,-,1, ,21,194,5,-,
,Ogden,"67,460","5,390","5,390",6,54,113,252, ,831,"3,855",279,-,
,Orem,"80,068","3,857","3,858",-,18,12,22, ,349,"3,238",218,1,
,Payson,"11,108",431,431,-,8,-,5, ,43,343,32,-,
,Pleasant Grove,"20,785",895,901,-,5,2,14, ,128,693,53,6,
,Provo,"112,001","3,602","3,636",-,45,20,75, ,595,"2,666",201,34,
,Roy,"31,891","1,132","1,135",-,1,7,105, ,125,851,43,3,
,Saint George,"46,848","1,671","1,673",-,28,9,84, ,194,"1,263",93,2,
,Salt Lake City,"177,010","18,268","18,354",15,147,485,610, ,"2,244","12,922","1,845",86,
,Sandy,"100,607","3,216","3,222",2,26,35,126, ,488,"2,361",178,6,
,South Ogden,"14,881",752,753,1,6,5,24, ,63,624,29,1,
,South Salt Lake,"20,137","2,471","2,482",1,16,29,58, ,285,"1,713",369,11,
,Spanish Fork,"15,778",695,701,-,4,-,6, ,75,583,27,6,
,Springville,"16,172",823,825,-,7,5,20, ,116,637,38,2,
,West Jordan,"61,675","2,532","2,539",1,15,24,53,,421,"1,871",147,7,
,West Valley,"100,795","7,587","7,606",3,43,109,294,,"1,090","5,370",678,19,
VERMONT,Bennington,"16,465",432,434,-,-,-,15, ,44,344,29,2,
,Brattleboro,"11,990",418,426,-,7,5,20, ,68,288,30,8,
,Burlington,"38,900","2,000","2,002",3,13,21,105, ,366,"1,374",118,2,
,Colchester,"16,354",375,378,1,-,1,9, ,49,299,16,3,
,Essex,"18,163",471,471,-,2,1,3, ,91,360,14,-,
,Rutland,"17,432",939,949,-,9,4,20, ,140,743,23,10,
,South Burlington,"14,105",813,813,1,-,4,4, ,67,719,18,-,
VIRGINIA,Alexandria,"119,721","5,682","5,694",2,22,158,206, ,556,"4,036",702,12,
,Alexandria State Police,-,7,7,-,-,-,2,,-,1,4,-,
,Blacksburg,"34,055",797,804,-,5,8,41, ,158,550,35,7,
,Bristol,"17,696",516,524,1,5,8,56, ,50,373,23,8,
,Charlottesville,"38,682","2,343","2,364",2,29,73,264, ,282,"1,576",117,21,
,Chesapeake State Police,-,6,6,-,-,-,1,,-,4,1,-,
,Christiansburg,"16,347",741,748,-,10,1,17, ,72,622,19,7,
,Colonial Heights,"17,159","1,130","1,145",3,6,12,20, ,81,967,41,15,
,Danville,"51,479","2,631","2,637",9,18,102,101, ,390,"1,870",141,6, 
,Danville State Police,-,1,1,-,-,-,-,,-,1,-,-, 
,Fairfax City,"20,946",908,910,-,6,14,23, ,89,714,62,2,
,Falls Church,"10,163",479,479,-,3,12,41, ,32,355,36,-,
,Fredericksburg,"21,946",859,866,2,8,31,33, ,60,694,31,7,
,Fredericksburg State Police,-,3,3,-,-,-,1,-,-,2,-,-, 
,Front Royal,"13,626",617,625,-,9,5,9, ,51,491,52,8,
,Hampton,"138,613","5,868","5,906",11,36,237,197, ,959,"3,966",462,38,
,Hampton State Police,-,9,9,-,-,-,6,,-,2,1,-,
,Harrisonburg,"33,836","1,469","1,475",-,11,30,112, ,206,"1,009",101,6,
,Harrisonburg State Police,-,5,5,-,-,-,-,-,-,3,2,-, 
,Herndon,"19,428",592,592,-,2,17,32, ,41,452,48,-, 
,Lynchburg,"66,259","2,781","2,796",6,23,58,211, ,356,"2,005",122,15,
,Lynchburg State Police,-,3,3,-,-,-,-,,-,-,3,-,
,Manassas,"35,760","1,190","1,202",1,10,37,36, ,92,898,116,12,
,Martinsville,"15,856",905,909,5,6,20,47, ,128,649,50,4,
,Newport News,"180,760","10,242","10,328",16,106,427,943, ,"1,539","6,062","1,149",86,
,Newport News State Police,-,3,3,-,-,-,-,,-,3,-,-,
,Norfolk State Police,-,7,7,-,-,-,2,,-,4,1,-,
,Petersburg State Police,-,4,4,-,-,-,-,,-,3,1,-,
,Poquoson,"11,593",90,90,-,1,1,12, ,15,56,5,-,
,Portsmouth,"100,124","6,921",,18,34,449,386, ,"1,568","3,856",610,,
,Portsmouth State Police,-,3,3,-,-,-,-,,-,3,-,-, 
,Radford,"15,923",334,336,-,6,8,36, ,67,204,13,2,
,Richmond,"196,505","15,564","15,799",72,111,"1,035","1,026", ,"2,880","8,339","2,101",235,
,Richmond State Police,-,4,4,-,-,-,-,,-,4,-,-,
,Roanoke,"94,875","4,709","4,760",7,48,224,373, ,688,"3,065",304,51,
,Roanoke State Police,-,6,6,-,-,-,-,,-,6,-,-,
,Salem,"24,975",640,642,-,1,9,15, ,29,543,43,2,
,Staunton,"23,626",986,997,-,5,3,30, ,121,790,37,11,
,Suffolk,"63,456","3,056","3,098",2,28,156,203, ,623,"1,861",183,42,
,Vienna,"17,070",335,342,-,2,6,8, ,33,275,11,7,
,Virginia Beach,"437,660","16,089","16,243",12,107,507,418, ,"2,034","12,293",718,154,
,Virginia Beach State Police,-,10,10,-,-,2,4,,-,3,1,-,
,Waynesboro,"18,784",692,700,1,3,4,53, ,95,508,28,8,
,Williamsburg,"12,115",475,477,-,2,8,26, ,29,380,30,2,
,Winchester,"22,931","1,397","1,409",4,9,21,69, ,147,"1,108",39,12,
,Winchester State Police,-,-,-,-,-,-,-,,-,-,-,-,
WASHINGTON,Aberdeen,"16,519","1,671","1,686",-,5,14,26, ,205,"1,360",61,15,
,Anacortes,"15,055",568,569,-,1,4,8, ,78,462,15,1,
,Auburn,"38,059","3,886","3,915",-,19,82,125, ,578,"2,409",673,29,
,Bellevue,"105,279","4,652","4,685",-,15,42,72, ,504,"3,579",440,33,
,Bellingham,"62,624","4,414","4,435",-,55,69,68,,532,"3,493",197,21,
,Bothell,"18,275","1,050","1,057",1,6,12,14, ,126,798,93,7,
,Bremerton,"40,006","2,673","2,681",1,66,62,230, ,515,"1,585",214,8,
,Burien,"27,337","2,427","2,448",2,24,90,122, ,443,"1,332",414,21,
,Camas,"11,261",328,329,-,5,5,6, ,59,238,15,1,
,Centralia,"13,331","1,321","1,327",-,19,18,50, ,209,953,72,6,
,Covington,"12,979",608,617,-,11,9,9, ,102,374,103,9,
,Des Moines,"21,678","1,141","1,152",-,18,37,32,,197,628,229,11,
,Edgewood,"10,754",296,298,-,1,4,12, ,70,179,30,2,
,Edmonds,"33,476","1,181","1,189",1,11,15,18, ,171,850,115,8,
,Ellensburg,"14,589","1,072","1,077",-,9,6,23, ,163,842,29,5,
,Everett,"89,670","5,847","5,888",5,140,135,212, ,944,"3,239","1,172",41,
,Federal Way,"75,130","4,817","4,854",4,53,115,167, ,573,"3,097",808,37,
,Issaquah,"10,222",673,673,-,3,4,7, ,80,501,78,-,
,Kelso,"12,390","1,016","1,023",2,19,12,46, ,169,703,65,7,
,Kenmore,"17,073",510,523,-,7,5,14, ,96,335,53,13,
,Kennewick,"50,909","3,156","3,199",1,28,37,116, ,446,"2,377",151,43,
,Kent,"45,597","5,453","5,523",1,34,117,140, ,805,"3,328","1,028",70,
,Kirkland,"46,263","1,505","1,512",-,13,25,33, ,155,"1,098",181,7,
,Lacey,"29,457","1,131","1,140",-,12,24,42, ,208,769,76,9,
,Lakewood,"66,711","5,275","5,297",5,46,179,492, ,"1,026","2,958",569,22,
,Longview,"34,199","3,082","3,124",1,8,35,104, ,502,"2,244",188,42,
,Lynnwood,"33,331","2,415","2,425",-,5,37,41, ,248,"1,755",329,10,
,Maple Valley,"10,961",419,429,-,5,6,14, ,94,253,47,10,
,Marysville,"18,923","1,035","1,039",-,17,11,25, ,134,675,173,4,
